Pairs,IBS
N193_A666,0.8858
N194_ABPl5,0.877
N197_Mo17T,0.9695
N199_BAIIIId-2,0.9136
N200_BAIIIId-2,0.9112
N201_DJ7,0.9869
N209_LH74,0.9035
N211_GEMN-0134,0.8835
N215_N534,0.9038
N216_N534,0.9056
N217_WXB14,0.9552
N218_B64,0.9408
N28_B109,0.9027
N28Ht_B101,0.8995
N501_B73,0.9067
N502_AusTRCF306303,0.9097
N503_N544,0.9069
N504_N513,0.9095
N505_N545,0.9068
N506_N538,0.9302
N507_N506,0.9086
N508_N515,0.9048
N509_N528,0.911
N510_NC326,0.9094
N511_N544,0.9102
N512_N537,0.9057
N513_N540,0.9882
N514_N540,0.9884
N515_N541,0.9112
N516_N515,0.9089
N517_N513,0.9125
N518_N521,0.9135
N519_N537,0.9129
N520_N537,0.9186
N521_N545,0.9178
N522_N545,0.9094
N523_N513,0.9101
N524_N523,0.9085
N525_N542,0.9082
N526_N542,0.9111
N527_N509,0.9075
N528_N509,0.911
N529_N535,0.9126
N530_N533,0.9106
N532_N534,0.9098
N533_N530,0.9106
N534_N532,0.9098
N535_N530,0.9108
N536_N514,0.9886
N537_N540,0.9854
N538_N545,0.9862
N539_N514,0.9879
N540_N513,0.9882
N541_N536,0.9486
N542_N540,0.9405
N543_N537,0.9468
N544_N537,0.9466
N545_N540,0.9875
N546_PHWG5,0.8665
N551_B14A,0.9266
N552_N514,0.9034
N6_B73,0.8707
N72-3-1-1INBRED_H126W,0.8639
N7A_B14A,0.901
N7AGoodman-Buckler_B14A,0.9011
N801w_B73,0.8926
NC13_NC7,0.8921
NC201_NC89,0.8787
NC220_GA222,0.8836
NC222_NC83,0.8763
NC224_NC236,0.8672
NC230_NC13,0.9099
NC232_T101,0.9151
NC234_NC236,0.8902
NC236_GT115,0.8774
NC238_SC213,0.929
NC240_AusTRCF306256,0.8914
NC240A_SC343,0.8813
NC242_R12,0.8722
NC244_K4,0.8733
NC246_SC213,0.9221
NC248_SC213R,0.9354
NC250_B37TRf,0.9493
NC252_GEMS-0101,0.9946
NC254_F42,0.9841
NC256_DJ7,0.9874
NC258_NC262A,0.9318
NC258A_NC262A,0.9289
NC260_VEN981a-1,0.9188
NC262_NC342,0.9537
NC262A_NC342,0.9556
NC262B_NC342,0.9546
NC264_NC370,0.9534
NC266_NC268A,0.9736
NC266B_NC268A,0.9734
NC268_NC266B,0.9579
NC268A_NC266B,0.9734
NC270_NC312,0.9445
NC276_DJ7,0.959
NC278_58614B73MethBc5S4,0.9558
NC278A_DJ7,0.9591
NC280_F42,0.9939
NC282_NC372,0.987
NC284_DJ7,0.9826
NC286_NC258,0.9363
NC288_NC290A,0.9267
NC290_NC342,0.9529
NC290A_NC342,0.9537
NC292_GEMS-0101,0.9879
NC294_F42,0.9521
NC296_NC354,0.9193
NC296A_NC338,0.9209
NC298_NC296,0.9155
NC300_NC296A,0.8717
NC302_NC346,0.9152
NC304_NC296,0.8889
NC306_NC266B,0.9737
NC308_NC268A,0.9729
NC310_B73Htrhm,0.9793
NC312_NC308,0.9759
NC314_NC294,0.9441
NC316_DJ7,0.9841
NC318_SC276Q2,0.9494
NC320_NC264,0.9547
NC322_SC276Q2,0.9547
NC324_NC250,0.9464
NC326_DJ7,0.9886
NC328_NC310,0.9813
NC33_GA203,0.8694
NC330_GEMS-0101,0.9878
NC332_SC76,0.9514
NC334_SC276Q2,0.9516
NC336_NC298,0.9324
NC338_NC346,0.9178
NC340_NC296,0.8721
NC342_NC290,0.9529
NC344_NC290A,0.9332
NC346_NC354,0.9211
NC348_NC296,0.9147
NC350_NC346,0.9075
NC352_NC298,0.9316
NC354_NC352,0.9154
NC356_NC338,0.8852
NC358_NC346,0.8751
NC360_NC262A,0.9051
NC362_NC262A,0.9325
NC364_NC262A,0.9325
NC366_AusTRCF306354,0.8673
NC368_NC306,0.9596
NC370_NC264,0.9534
NC372_GEMS-0101,0.9949
NC44_NC326,0.8643
NC7_SC144,0.8943
NC83_NC87,0.8672
NC87_CI88A,0.8662
NC89_R909,0.9165
ND1_PriorC,0.8619
ND101_A650,0.8699
ND167_F42,0.8662
ND2000_NC326,0.8686
ND203_ND211,0.8933
ND211_CH753-4,0.8708
ND230_ND211,0.873
ND240_B164,0.9033
ND245_LH160,0.922
ND246_LH160,0.9213
ND247_ND265,0.8714
ND248_B14A,0.8814
ND249_A495,0.8839
ND250_ND253,0.8815
ND251_Mt42,0.8761
ND252_LH160,0.8925
ND253_SD10,0.8735
ND254_Mt42,0.8772
ND255_ND240,0.8916
ND256_LH146Ht,0.8857
ND257_ND240,0.8788
ND259_C38,0.953
ND260_ND474,0.871
ND261_R53,0.8764
ND262_ND253,0.8705
ND264_ND252,0.8862
ND265_A632RpRp,0.874
ND266_ND376,0.8784
ND283_NC280,0.8652
ND291_CM174,0.8848
ND30_176,0.8993
ND300_Wf9,0.8759
ND301_W22,0.8819
ND304W_NC326,0.8965
ND33_226,0.885
ND36_ND30,0.8803
ND376_A374,0.9164
ND385_ND211,0.8915
ND405_B164,0.9177
ND407_ND255,0.9123
ND408_B164,0.9171
ND468_WD,0.9212
ND474_R909TMS,0.9294
ND480_B164,0.9167
ND5_MR02Assiniboine,0.8594
ND-B8_CHI-503,0.901
NEI9004_CML229,0.8647
NEI9008_KUI2007,0.8784
NIU11_Shansino.60,0.8644
NJ112_C31,0.9146
NJ116Wa_C31,0.901
NJ116Wb_A648,0.9053
NJ159_STRAINT36101T-394-68,0.9243
NL001_F42,0.9607
NO.1004INBRED_B73,0.8711
NO.1019INBRED_A680,0.8625
NO.1026INBRED_N201,0.8641
NO.1032INBRED_B73Htrhm,0.8704
NO.1037INBRED_AusTRCF306309,0.8697
NO.1049INBRED_A204,0.8814
NO.1068INBRED_B109,0.8632
NO.1070INBRED_EP2008-04,0.8593
NO.1163INBRED_R909,0.8742
NO.1174INBRED_INBRED305,0.8585
NO.1175INBRED_INBRED605,0.8581
NO.1185INBRED_W6728,0.867
NO.1197INBRED_NO.1201INBRED,0.8642
NO.1201INBRED_NO.1175INBRED,0.8639
NO.1266INBRED_NC330,0.8683
NO.380_4655INBRED,0.8866
North7_R219,0.8919
NP86_Sg1533,0.9213
NP87_ADSg1501-4,0.9243
NQ508_SD46,0.9344
NS501_L135,0.9266
NS701_W8304,0.9686
NY1000NevehYaar_B73Htrhm,0.8643
NY121NevehYaar_R216,0.8606
NY123NevehYaar_A375,0.8804
NY159NevehYaar_A679,0.8634
NY166NevehYaar_NC280,0.8597
NY188NevehYaar_58613B73MethBc5S4,0.8633
NY318NeveyYaar_NC372,0.8596
NY364NevehYaar_58615B73MethBc5S4,0.8578
NY3NevehYaar_A679,0.8581
NY428NevehYaar_A680,0.8609
NY476NevehYaar_A679,0.8602
NY51NevehYaar_NC316,0.8617
NY5526_B73Htrhm,0.8633
NY592NevehYaar_R909TMS,0.8842
NY6371_A645,0.8664
NY643NevehYaar_A630,0.89
NY65NevehYaar_NC256,0.8611
NY971NevehYaar_B73,0.865
NY992NevehYaar_NC326,0.8607
NYLB31_VA102,0.8706
NYRD4058_AusTRCF305846,0.9316
OBATANPAGH_CML5,0.8582
OC1_S43,0.8974
OC10_W6462,0.8798
OC11_R-15DENTSTERILE,0.8739
OC12_176,0.8538
OC13_NC372,0.8533
OC14_NC280,0.8519
OC15_NC280,0.8549
OC16_MR14LongfellowFlint,0.863
OC17_C42,0.8611
OC18_ND30,0.8624
OC19_M14,0.8597
OC2_C90,0.8829
OC3_Me100,0.8548
OC4_207,0.9524
OC5_IDS91,0.9387
OC6_Me121Wa,0.8573
OC7_IDS69,0.9222
OC8_AD238DS,0.8543
OC9_NC326,0.8841
Oh28_B73,0.8869
OH33_B109,0.8689
Oh40B_Pa762,0.9197
OH422_A680,0.8673
Oh43_Oh43sh2,0.9844
Oh43E_A619Ht3,0.9621
Oh43sh2_MS78,0.974
Oh43su_MS78,0.9731
Oh43T_R219,0.9799
Oh43TRf_Oh43sh2,0.9726
Oh51A_EZ53,0.9107
Oh56A_WX187-2,0.926
Oh599_EZ53,0.8865
Oh603_WXWF9,0.8669
Oh605_W64Aae,0.8973
Oh7_CI540,0.9348
Oh7B_R907,0.9186
OH7K_Mo304ae,0.9037
OH84_B73Htrhm,0.8669
OQ101_ND252,0.9
OQ403_PHP02,0.9367
OQ603_WIL901,0.9604
Os420_A258,0.9313
Os426_A680,0.8752
OS602_L135,0.9333
P39_A648,0.9634
P39A_C31,0.9665
P39Goodman-Buckler_C38,0.9525
P39M96_C31,0.9667
P51_277,0.9276
P51B_R851,0.9327
P51wx_Me135,0.91
P737M20_Ia2003,0.9016
P8_B97,0.8778
Pa356_A632HT,0.8885
Pa376_R909,0.8711
Pa392_AusTRCF306304,0.8731
Pa405_A375,0.881
Pa468_Mo11,0.8711
Pa759_R924,0.9756
Pa760_WXB14,0.971
Pa762_Oh43TRf,0.9453
Pa778_Mo42,0.9045
Pa860_A630,0.8861
Pa871_Oh43TRf,0.9117
Pa875_B65,0.8853
Pa877_R909,0.892
Pa879_A640,0.8833
Pa880_H49,0.8876
Pa891_T226,0.9322
Pa91_LH156,0.9393
Pa91HT1_LH156,0.9353
Pa91HT2_LH156,0.9354
Pa91HT3_LH156,0.9336
PB80_B73Htrhm,0.9862
PH11_TUO229,0.8495
PH17_CML52,0.8575
PH9_R218,0.9387
PHBA6_PHT77,0.8968
PHG29_PHP55,0.9775
PHG35_PHW65,0.93
PHG39_PHT10,0.9465
PHG47_PHBA6,0.9149
PHG50_Q381,0.9483
PHG71_A632,0.9326
PHG72_PHP55,0.95
PHG83_PHG29,0.9357
PHG84_PHV78,0.909
PHG86_DJ7,0.9556
PHH93_PHG29,0.9627
PHJ31_PHG84,0.8966
PHJ33_PHM49,0.9023
PHJ40_PHK76,0.8992
PHJ65_PHJ31,0.8717
PHJ70_58615B73MethBc5S4,0.9299
PHJ75_83IBI3,0.9295
PHJ89_PHR30,0.9062
PHJ90_PHG29,0.9576
PHK05_A508,0.8882
PHK29_PHK35,0.9332
PHK35_PHWG5,0.9449
PHK42_IBB15,0.9706
PHK46_PHT22,0.8868
PHK56_PHW65,0.9115
PHK76_C103,0.9061
PHK93_SC213,0.88
PHM10_L127,0.9407
PHM49_PHW65,0.9098
PHM57_PHV53,0.8972
PHM81_PHP02,0.918
PHN11_IBB15,0.9699
PHN29_OQ403,0.9261
PHN34_PHP76,0.8847
PHN37_LH123HT,0.9055
PHN47_DE2,0.9151
PHN66_B14,0.9233
PHN73_Oh43E,0.9125
PHN82_PHP02,0.9541
PHP02_IBB15,0.9709
PHP38_GEMS-0201,0.9469
PHP55_PHK42,0.9638
PHP60_LH38,0.8793
PHP76_Q381,0.9318
PHP85_PHP38,0.9405
PHPR5_PHP85,0.9209
PHR25_PHG29,0.9425
PHR30_PHN66,0.897
PHR32_Oh43TRf,0.8795
PHR36_OC4,0.9104
PHR47_PHP85,0.9013
PHR55_PHW65,0.897
PHR58_PHZ51,0.8993
PHR62_PHJ90,0.928
PHR63_PHN11,0.9102
PHT10_LH119,0.9516
PHT22_IBB15,0.9163
PHT55_PHT10,0.9385
PHT60_PHK93,0.9098
PHT69_Mo401,0.9201
PHT77_PHV78,0.8973
PHV07_OC4,0.9076
PHV37_G80,0.9155
PHV53_PHR58,0.8973
PHV63_PHV37,0.909
PHV78_PHR58,0.9164
PHVA9_CS405,0.9116
PHW03_Mo401,0.8889
PHW17_58612InbredB73,0.9477
PHW20_A508,0.8829
PHW30_PHN11,0.9067
PHW43_GEMN-0114,0.9005
PHW51_B68,0.941
PHW52_PHP38,0.9507
PHW56_207,0.9445
PHW65_PHJ31,0.9136
PHW79_B37,0.9019
PHW86_207,0.9434
PHWG5_PHP38,0.9423
PHZ51_Mo17T,0.9002
PLS61/10870subline-1_S117,0.897
PriorA_A667,0.8727
PriorB_NC316,0.8625
PriorC_INBR.PLS14MS.STERILE,0.8954
PriorD_S56,0.8833
Q381_PHP02,0.9751
R004_A321,0.9093
R061_A627,0.9206
R101_WXW22,0.8815
R103_MS216,0.8808
R105_Oh7B,0.8817
R109B_MS1,0.8826
R113_MS216,0.882
R12_NC244,0.8689
R134_CI7,0.9116
R138_WXHy,0.9525
R154_Oh7B,0.8852
R158_R909TMS,0.9018
R159_W22R,0.8751
R-15DENTSTERILE_CA-15-2DENTSTERILE,0.9472
R168_N200,0.8804
R177_A691N,0.8853
R-17INBR.FR.SUPERGOLD_Sg1533,0.9557
R181_B06,0.8785
R181B_B06,0.879
R-18INBR.FR.SUPERGOLD_AD440DS-1,0.9165
R192_H41,0.8851
R196_R138,0.9244
R197_38-11,0.8803
R2_H5,0.8908
R216_WXM14,0.9638
R216A_H42,0.9572
R218_Oh43TRf,0.9762
R219_Oh43sh2,0.9736
R220_Oh56A,0.9259
R221_Oh56A,0.922
R222_W64Aae/wx,0.9667
R222A_W64Aae/wx,0.9726
R223_W552,0.9054
R225_89S4190,0.8839
R226_B69,0.8942
R227_EZ37,0.9111
R228_AusTRCF305846,0.9372
R229_DJ7,0.9786
R-22INBR.FR.SUPERGOLD_AD448DS,0.9215
R230_58612InbredB73,0.9638
R-28_B-28,0.9379
R-28-2_B-28,0.9275
R30_B73Htrhm,0.8628
R35_NC236,0.88
R4_A321,0.9083
R-4524_IADS62,0.91
R53_CG10,0.8835
R-53-1INBR.FR.YELPEARL_CA-53INBR.FR.YELPEARL,0.9178
R-53-2INBR.FR.YELPEARL_Sg18,0.9025
R71_R192,0.8822
R74_H71,0.8848
R75_R909TMS,0.9555
R76_H50,0.943
R78_H96,0.89
R802A_B37TRf,0.9438
R825_C90,0.9244
R839_883,0.9276
R84_R221,0.9027
R851_EP61,0.8994
R853_W1736,0.9215
R901_R216A,0.9287
R902A_R138,0.9649
R903B_Mo43,0.9484
R904A_Mo312ae,0.9045
R906_R216,0.8981
R907_CI540,0.8984
R909_A630,0.9694
R909TMS_A630,0.9684
R914_H42,0.9579
R917A_CI32,0.942
R921E_WXHy,0.922
R924_A641N,0.9831
R941_CI32,0.9287
RB-15DENTSTERILE_R-15DENTSTERILE,0.9571
RB-17INBR.FR.SUPERGOLD_Sg1533,0.9548
RB-53INBR.FR.YELPEARL_AD26DS,0.9138
R-PAH-1_WH-PAH-2IN.FR.TOMTHUMB,0.8683
R-PAH-1IN.FR.TOM-THUMB_MR25PoropoS5,0.8654
R-PAH-2_MR25PoropoS5,0.866
R-RAH-2IN.FR.TOM-THUMB_I29,0.8712
RS710_A636,0.8982
S117_WM13R,0.8875
S125_B73,0.8713
S14_G3T5a,0.8911
S17_C38,0.9529
S2_4533.INBRED,0.8777
S22_CO192,0.8716
S3_4655INBRED,0.8905
S330_Oh43sh2,0.9466
S37_A201,0.888
S4_S43,0.9004
S43_C42,0.905
S48_WM13R,0.8918
S51_A288,0.8863
S56_CO255,0.8826
S59A_B73,0.8696
S61_S117,0.9
S63_W153R,0.9032
S65_C30,0.9324
S8_S117,0.8792
S8324_DJ7,0.9595
S8326_SeagullSeventeen,0.9671
S90_A344,0.8695
S97_A424,0.874
S99_B73,0.87
SA24_B-15DENTSTERILE,0.9383
SAN349a-1_BAIIIId-2,0.8939
SC102_NC372,0.8645
SC144_NC89,0.8805
SC15_AR208,0.9021
SC152_T61w.c.,0.8713
SC155_GT118,0.8649
SC16_AR208,0.9055
SC212M_NC246,0.9164
SC213_NC238,0.929
SC213R_SeparationfromSC16,0.9299
SC225_B73,0.8671
SC229_A680,0.8624
SC235_B109,0.8654
SC235R3_B73Htrhm,0.8647
SC276Q_NC370,0.957
SC276Q2_NC370,0.9611
SC277_NC320,0.9119
SC285_B73Htrhm,0.8624
SC301_GEMS-0160,0.8631
SC301D_A680,0.8625
SC301E_B109,0.8611
SC333_B73Htrhm,0.8626
SC343_NC240,0.8821
SC344_B73Htrhm,0.8617
SC353_B73,0.87
SC357_NC248,0.8758
SC359_NC220,0.8658
SC375_A680,0.8624
SC401_SC353,0.8649
SC44_Tzi26,0.8711
SC54_SC343,0.8777
SC55_GT118,0.8651
SC60_A680,0.8639
SC76_NC370,0.9616
SC84_T61w.c.,0.8899
SC84E_T61w.c.,0.891
SC90_SC84,0.8728
SC91_NC248,0.8758
SD10_CI91BGoodman-Buckler,0.9039
SD101_B37TRf,0.9232
SD102_IBB15,0.9191
SD106_W182D,0.8903
SD108_58804Mo17MethBcS3,0.9778
SD15_CI91BGoodman-Buckler,0.9064
SD40_L135,0.9363
SD41_R222A,0.9469
SD42_Hy,0.896
SD43_807,0.9012
SD44_H49,0.8947
SD46_PHG29,0.9429
SD53_58610A632MethBc5S4,0.963
SD57_A480,0.8717
SD59_A619Ht1,0.932
SD60_R222A,0.9613
SD63_LH145,0.9552
SD65_A630,0.8989
SD69_B14A,0.9396
SeagullSeventeen_58803Mo17MethBcS3,0.9942
SeparationfromSC16_AR208,0.9052
SeparationfromSC84E_T61,0.8943
SeparationfromSC90_SC84,0.8767
SeparationfromTzi24_Oh43T,0.9098
Sg1533_ADSg1501-2,0.9938
Sg18_Sg1533,0.9633
SG30A_Sg1533,0.9338
Shansino.60_Yellow3-4,0.8766
STRAIN11D-586-68A_14H-588-68B,0.9039
STRAIN18B-5-69_STRAIN451B-4-68B,0.9093
STRAIN304A-408-68B_STRAINT33-399-68B,0.9243
STRAIN451B-4-68B_C31,0.9356
STRAIN465A-421-68B_STRAINT36101T-394-68,0.8998
STRAIN675A-415-68B_STRAIN11D-586-68A,0.915
STRAINT20-2-68B_STRAINT33-399-68B,0.9621
STRAINT24-395-68B_STRAINT20-2-68B,0.96
STRAINT32-397-68B_STRAINT35-388-68A,0.9587
STRAINT33-399-68B_STRAINT35-388-68A,0.9574
STRAINT35-388-68A_STRAINT33-399-68B,0.9574
STRAINT36101T-394-68_STRAINT33-399-68B,0.9709
SW322_R219,0.9041
SX-4-21Tetraploid_A630,0.8723
SX-4-4Tetraploid_R909,0.8751
SX-6-10Tetraploid_Wf9,0.868
SX-6-3Tetraploid_WXWF9,0.8714
SX-6-7Tetraploid_B73Htrhm,0.8708
T101_WXWF9,0.901
T111_MP305,0.8681
T115_MP305,0.8664
T140_AusTRCF305819,0.8557
T141_MS74,0.8649
T146_4580INBRED,0.8637
T14F_EP44,0.8578
T163_GA209,0.8722
T165_Va3A,0.8777
T167_Mo17,0.9107
T171_NC372,0.9665
T173_SeagullSeventeen,0.9439
T175_58801InbredMo17,0.9266
T179_AusTRCF305849,0.8984
T202_AR242,0.917
T204_Wf9T,0.9066
T220_SeparationfromSC84E,0.8967
T224_B73,0.869
T226_R909TMS,0.9424
T232_H10,0.8748
T234_B73Htrhm,0.8689
T242_R902A,0.8612
T252_Va58,0.8995
T264_NC238,0.8707
T270_Ab28A,0.8633
T272_PHJ31,0.9002
T61_GA203,0.9176
T61w.c._GA203,0.9156
T62S_EP83,0.8668
T64S_Ia2076,0.8639
T8_Va36A,0.9412
T8144INBRED_A407,0.8705
T8146INBRED_CR2INBRED,0.8696
T8302INBRED_176,0.9178
T8354INBRED_A152,0.8886
T8445INBRED_A152,0.8832
T9_4659INBRED,0.8983
TANGCHAOINBRED_A680,0.855
Taun23_Shansino.60,0.8791
TIEH84_YING-55,0.8661
TIL01_B73,0.8162
TIL02_TIL08,0.8186
TIL03_B109,0.8186
TIL04_TIL08,0.8184
TIL05_TIL15,0.8161
TIL06_TIL11,0.8175
TIL07_TIL06,0.8174
TIL08_TIL02,0.8186
TIL09_TIL04,0.8181
TIL10_GEMS-0175,0.8206
TIL11_TIL09,0.8199
TIL12_TIL04,0.8205
TIL14_TIL07,0.8144
TIL15_TIL07,0.8201
TIL16_TIL07,0.8196
TIL17_NC326,0.8184
TN50-14-1_Taun23,0.8537
TN53-1-2_Shansino.60,0.8504
TN54-6_YANG,0.8514
Tr_NC326,0.885
TR9-1-1-6_NC326,0.8875
TUO229_Taun23,0.8758
TwanxTzuh-S6_R219,0.8922
Tx114_AusTRCF305839,0.9265
Tx118_Mo17T,0.9312
Tx202_WIL903,0.8861
Tx203_NC280,0.8924
Tx204_LH195,0.891
Tx205_B73,0.8902
Tx29A_Tx303,0.8714
Tx303_B109,0.8645
Tx325_LH119,0.9211
Tx441_B73,0.869
Tx601_L605,0.8789
Tx61M_Tx118,0.8649
Tx706_AusTRCF306269,0.8689
Tx71_K55,0.876
Tx714_DJ7,0.9835
Tx738_AusTRCF305846,0.9574
Tx772_B73,0.8575
Tx802_CML360,0.8609
Tx807_B73,0.8589
Tx81_K55,0.8767
Tx811_CML311,0.8652
Tx817w_Tx303,0.862
TZAR101_B73,0.8706
TZAR102_Tzi18,0.879
TZAR103_TZEEI5,0.8887
TZAR104_Va35,0.8861
TZAR105_TZEEI4,0.8767
TZAR106_Tzi3,0.8826
TZEEI1_Tzi3,0.8819
TZEEI11_TZAR103,0.8586
TZEEI13_TZEEI14,0.8715
TZEEI14_TZEEI9,0.8632
TZEEI16_TZEEI11,0.8612
TZEEI17_TZEEI14,0.8695
TZEEI2_TZAR103,0.8777
TZEEI20_TZAR103,0.8551
TZEEI21_TZEI5,0.8565
TZEEI3_TZEEI1,0.875
TZEEI4_TZEEI1,0.8779
TZEEI5_TZEEI6,0.8803
TZEEI6_TZEEI2,0.8693
TZEEI7_Tzi3,0.897
TZEEI8_Tzi18,0.8591
TZEEI9_B73,0.8544
TZEI1_TZEI4,0.869
TZEI10_TZEI15,0.8837
TZEI11_TZSTRI115,0.9294
TZEI12_TZEI16,0.917
TZEI13_TZEI16,0.9095
TZEI14_TZEI13,0.9195
TZEI15_TZSTRI115,0.9202
TZEI16_TZEI13,0.9095
TZEI2_TZEI4,0.8653
TZEI3_TZAR103,0.8698
TZEI4_Tzi3,0.8751
TZEI5_TZEI2,0.86
TZEI6_TZAR103,0.8647
TZEI7_TZAR102,0.8618
TZEI8_R229,0.8563
TZEI9_B109,0.8559
Tzi1_Tzi18,0.8665
Tzi10_TZEEI17,0.8589
Tzi11_B73,0.8646
Tzi12_Tzi16,0.8944
Tzi13_Tzi27,0.8873
Tzi14_TZSTRI108,0.8701
Tzi15_TZSTRI104,0.8736
Tzi16_Tzi12,0.8944
Tzi17_N28Ht,0.895
Tzi18_TZSTRI110,0.8754
Tzi2_Tzi7,0.8616
Tzi21_CML204,0.8631
Tzi22_AusTRCF305849,0.9086
Tzi23_Tzi17,0.8843
Tzi24_Oh43T,0.9042
Tzi25_NC328,0.8872
Tzi26_N28,0.8804
Tzi27_N28,0.8753
Tzi28_F44,0.8782
Tzi3_TZEEI5,0.8859
Tzi30_Tzi6,0.8727
Tzi4_TZAR103,0.873
Tzi5_TZAR102,0.8834
Tzi6_Tzi12,0.8933
Tzi7_TZSTRI110,0.8639
Tzi8_TZMI729,0.8658
Tzi9_TZSTRI102,0.8646
TZMI711_TZMI713,0.8928
TZMI712_CML206,0.9021
TZMI713_TZMI723,0.9035
TZMI714_90183,0.8973
TZMI715_TZMI717,0.8841
TZMI716_TZMI729,0.8815
TZMI717_89260,0.9012
TZMI718_TZMI717,0.8826
TZMI719_TZMI723,0.9346
TZMI720_89260,0.8847
TZMI721_M131,0.9467
TZMI722_TZSTRI119,0.9457
TZMI723_TZSTRI119,0.9358
TZMI724_TZMI714,0.8978
TZMI725_TZMI729,0.9412
TZMI726_TZMI722,0.8753
TZMI727_89260,0.8997
TZMI728_TZMI725,0.881
TZMI729_TZMI722,0.9418
TZMI730_TZSTRI120,0.8662
TZSTRI101_Tzi17,0.8636
TZSTRI102_Tzi9,0.8646
TZSTRI103_KS2,0.8634
TZSTRI104_Tzi16,0.8866
TZSTRI105_Tzi17,0.876
TZSTRI106_Ki3,0.8709
TZSTRI107_Tzi16,0.8808
TZSTRI108_Tzi16,0.8823
TZSTRI109_Tzi18,0.8819
TZSTRI110_Hi67,0.8744
TZSTRI111_Tzi18,0.8772
TZSTRI112_TZSTRI114,0.8828
TZSTRI113_TZSTRI114,0.8807
TZSTRI114_TZEI12,0.9048
TZSTRI115_TZEI12,0.9117
TZSTRI116_TZEI12,0.8766
TZSTRI117_TZEI12,0.8745
TZSTRI118_TZMI721,0.9221
TZSTRI119_TZMI722,0.9457
TZSTRI120_M131,0.9259
TZSTRI121_TZSTRI119,0.8662
TZSTRI122_CML395,0.9072
TZSTRI123_CML215,0.8715
TZSTRI124_CML43,0.8572
TZSTRI125_90313,0.8987
TZSTRI126_Z28,0.8625
TZU-CHIAO-HSI-WU105_Yellow3-4,0.8605
TZU-CHIAO-HSI-WU302_Shansino.60,0.8783
U123_CO192,0.8734
U267Y_Wf9,0.8778
Va10_CI64,0.9389
VA102_B73,0.9734
Va12C_Va35C,0.9129
Va14_Va39,0.9246
Va14A_Mo41,0.923
Va16_H112,0.8823
Va17_Va24,0.9482
Va18A_MDF-13D,0.8833
Va21A_R216,0.8814
Va21C_LH156,0.8756
Va22_Va91,0.9111
Va22B_Va46,0.9089
Va23_T8,0.9287
Va24_T8,0.9351
Va26_R219,0.9374
Va30_Va91,0.9347
Va33_Mo13,0.9054
Va35_Va59,0.9449
Va35C_Va59,0.9453
Va36A_Va35,0.9367
Va37_A630,0.8725
Va38_C103T,0.8703
Va39_Va46,0.9196
Va3A_H21W,0.9022
Va4_Mo501,0.9625
Va46_T8,0.9363
Va5_Mo501,0.9573
Va52_Wf9T,0.9134
Va58_T8,0.9306
Va59_Va23,0.9306
Va6_NC316,0.8678
Va60_Va36A,0.9089
Va85_M14,0.886
Va91_WXWF9,0.9336
Va99_Oh7B,0.9154
VaW6_A619,0.8753
VEN981a-1_BAIIIId-2,0.9118
W117_CR1HT,0.9182
W117HT_CR1HT,0.9192
W153R_N193,0.9215
W1736_EP83,0.9306
W182B_WD,0.9293
W182BN_WD,0.9252
W182D_W182B,0.9443
W182E_W22R,0.9417
W182ETMS_W22R,0.942
W22_W182ETMS,0.9454
W22R_W182ETMS,0.942
W23_M45,0.8919
W24_R220,0.8868
W32_CH705-8,0.9006
W3607_C31,0.9192
W3647_MS91,0.9032
W3722_909,0.9349
W3742_C38,0.9351
W374B_A223,0.9392
W374R2_A321,0.9214
W37A_A223,0.9002
W401_A204,0.8828
W438_CH741-6,0.8889
W552_W64Aae/wx,0.9053
W5543_C31,0.9418
W5552_C31,0.9087
W5579_W5543,0.9305
W570_B14A,0.9493
W572_W570,0.933
W59E_W438,0.8985
W6366_W6728,0.9207
W6462_R825,0.9336
W64A_SD60,0.9724
W64Aae/wx_SD60,0.9705
W64Aae_SD60,0.9714
W64AT_SD60,0.9717
W6714_C31,0.9178
W6720-1_W6720-2,0.9539
W6720-2_P39A,0.9339
W6728_EP83,0.9313
W6757_IP39,0.9217
W6786_C31,0.9267
W703_A680,0.8605
W7151_277,0.911
W8304_NC372,0.9795
W8555_GEMS-0101,0.9642
W9_W401,0.8809
WD_CM182,0.9078
WD456_LP1CMSHT,0.8823
Wf9_A630,0.9787
Wf9T_A630,0.9784
WFg3-9_33-16,0.8638
WH-PAH-2IN.FR.TOMTHUMB_R-PAH-1,0.8683
WIL500_A641N,0.8766
WIL900_SeagullSeventeen,0.9617
WIL901_SeagullSeventeen,0.9658
WIL903_AusTRCF305846,0.963
WM13R_A155,0.9313
WR3_NY123NevehYaar,0.8792
WR3TMS_A260,0.8845
WU-TAN-TZAO_Hy,0.872
WX187-2_Oh56A,0.926
WX33-16_CI7,0.919
WX38-11_H50,0.9613
WXB14_A641N,0.9847
WXB6_LH1,0.8916
WXHy_A579N,0.9717
WXI198_B73Htrhm,0.8767
WXI205_H45,0.8937
WXK41_F42,0.8637
WXK44_A680,0.8663
WXK55_Va5,0.9598
WXK64_A759NW,0.9599
WXL289_Oh40B,0.8636
WXL317_CI32,0.9498
WXM14_H42,0.9536
WXOs420_A258,0.9303
WXW22_W182D,0.9441
WXWF9_A630,0.9757
YANG_TUO229,0.8811
Ye4_Yellow3-4,0.8654
